?s	?lang1	?lang2
<http://purl.obolibrary.org/obo/LANG_1001728>	"Dusun Malang"@en	""
<http://purl.obolibrary.org/obo/LANG_1001729>	"Dii"@en	""
<http://purl.obolibrary.org/obo/LANG_1001730>	"Dumi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001731>	"Drung"@en	""
<http://purl.obolibrary.org/obo/LANG_1001732>	"Duvle"@en	""
<http://purl.obolibrary.org/obo/LANG_1001733>	"Dusun Witu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001734>	"Duungooma"@en	""
<http://purl.obolibrary.org/obo/LANG_1001735>	"Dicamay Agta"@en	""
<http://purl.obolibrary.org/obo/LANG_1001736>	"Duli-Gey"@en	""
<http://purl.obolibrary.org/obo/LANG_1001737>	"Duau"@en	""
<http://purl.obolibrary.org/obo/LANG_1001738>	"Diri"@en	""
<http://purl.obolibrary.org/obo/LANG_1001739>	"Dawro"@en	""
<http://purl.obolibrary.org/obo/LANG_1001740>	"Dutton World Speedwords"@en	""
<http://purl.obolibrary.org/obo/LANG_1001741>	"Dhuwal"@en	""
<http://purl.obolibrary.org/obo/LANG_1001742>	"Dawawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001743>	"Dhuwaya"@en	""
<http://purl.obolibrary.org/obo/LANG_1001744>	"Dewas Rai"@en	""
<http://purl.obolibrary.org/obo/LANG_1001745>	"Dyan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001746>	"Dyaberdyaber"@en	""
<http://purl.obolibrary.org/obo/LANG_1001747>	"Dyugun"@en	""
<http://purl.obolibrary.org/obo/LANG_1001748>	"Villa Viciosa Agta"@en	""
<http://purl.obolibrary.org/obo/LANG_1001749>	"Djimini Senoufo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001750>	"Yanda Dom Dogon"@en	""
<http://purl.obolibrary.org/obo/LANG_1001751>	"Dyangadi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001752>	"Jola-Fonyi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001753>	"Dyula"@en	"Dyula-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001754>	"Djabugay"@en	""
<http://purl.obolibrary.org/obo/LANG_1001755>	"Tunzu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001756>	"Djiwarli"@en	""
<http://purl.obolibrary.org/obo/LANG_1001757>	"Dazaga"@en	""
<http://purl.obolibrary.org/obo/LANG_1001758>	"Dzalakha"@en	""
<http://purl.obolibrary.org/obo/LANG_1001759>	"Dzando"@en	""
<http://purl.obolibrary.org/obo/LANG_1001760>	"Dzongkha"@en	"Dzongkha"@de
<http://purl.obolibrary.org/obo/LANG_1001761>	"Karenggapa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001762>	"Ebughu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001763>	"Eastern Bontok"@en	""
<http://purl.obolibrary.org/obo/LANG_1001764>	"Teke-Ebo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001765>	"Ebrié"@en	""
<http://purl.obolibrary.org/obo/LANG_1001766>	"Embu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001767>	"Eteocretan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001768>	"Ecuadorian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001769>	"Eteocypriot"@en	""
<http://purl.obolibrary.org/obo/LANG_1001770>	"E"@en	""
<http://purl.obolibrary.org/obo/LANG_1001771>	"Efai"@en	""
<http://purl.obolibrary.org/obo/LANG_1001772>	"Efe"@en	""
<http://purl.obolibrary.org/obo/LANG_1001773>	"Efik"@en	"Efik"@de
<http://purl.obolibrary.org/obo/LANG_1001774>	"Ega"@en	""
<http://purl.obolibrary.org/obo/LANG_1001775>	"Emilian"@en	""
<http://purl.obolibrary.org/obo/LANG_1001776>	"Eggon"@en	""
<http://purl.obolibrary.org/obo/LANG_1001777>	"Egyptian (Ancient)"@en	"Ägyptisch"@de
<http://purl.obolibrary.org/obo/LANG_1001778>	"Ehueun"@en	""
<http://purl.obolibrary.org/obo/LANG_1001779>	"Eipomek"@en	""
<http://purl.obolibrary.org/obo/LANG_1001780>	"Eitiep"@en	""
<http://purl.obolibrary.org/obo/LANG_1001781>	"Askopan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001782>	"Ejamat"@en	""
<http://purl.obolibrary.org/obo/LANG_1001783>	"Ekajuk"@en	"Ekajuk"@de
<http://purl.obolibrary.org/obo/LANG_1001784>	"Eastern Karnic"@en	""
<http://purl.obolibrary.org/obo/LANG_1001785>	"Ekit"@en	""
<http://purl.obolibrary.org/obo/LANG_1001786>	"Ekari"@en	""
<http://purl.obolibrary.org/obo/LANG_1001787>	"Eki"@en	""
<http://purl.obolibrary.org/obo/LANG_1001788>	"Standard Estonian"@en	""
<http://purl.obolibrary.org/obo/LANG_1001789>	"Kol (Bangladesh)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001790>	"Elip"@en	""
<http://purl.obolibrary.org/obo/LANG_1001791>	"Koti"@en	""
<http://purl.obolibrary.org/obo/LANG_1001792>	"Ekpeye"@en	""
<http://purl.obolibrary.org/obo/LANG_1001793>	"Yace"@en	""
<http://purl.obolibrary.org/obo/LANG_1001794>	"Eastern Kayah"@en	""
<http://purl.obolibrary.org/obo/LANG_1001795>	"Elepi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001796>	"El Hugeirat"@en	""
<http://purl.obolibrary.org/obo/LANG_1001797>	"Nding"@en	""
<http://purl.obolibrary.org/obo/LANG_1001798>	"Elkei"@en	""
<http://purl.obolibrary.org/obo/LANG_1001799>	"Modern Greek (1453-)"@en	"Neugriechisch"@de
<http://purl.obolibrary.org/obo/LANG_1001800>	"Eleme"@en	""
<http://purl.obolibrary.org/obo/LANG_1001801>	"El Molo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001802>	"Elu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001803>	"Elamite"@en	"Elamisch"@de
<http://purl.obolibrary.org/obo/LANG_1001804>	"Emai-Iuleha-Ora"@en	""
<http://purl.obolibrary.org/obo/LANG_1001805>	"Embaloh"@en	""
<http://purl.obolibrary.org/obo/LANG_1001806>	"Emerillon"@en	""
<http://purl.obolibrary.org/obo/LANG_1001807>	"Eastern Meohang"@en	""
<http://purl.obolibrary.org/obo/LANG_1001808>	"Mussau-Emira"@en	""
<http://purl.obolibrary.org/obo/LANG_1001809>	"Eastern Maninkakan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001810>	"Mamulique"@en	""
<http://purl.obolibrary.org/obo/LANG_1001811>	"Eman"@en	""
<http://purl.obolibrary.org/obo/LANG_1001812>	"Northern Emberá"@en	""
<http://purl.obolibrary.org/obo/LANG_1001813>	"Pacific Gulf Yupik"@en	""
<http://purl.obolibrary.org/obo/LANG_1001814>	"Eastern Muria"@en	""
<http://purl.obolibrary.org/obo/LANG_1001815>	"Emplawas"@en	""
<http://purl.obolibrary.org/obo/LANG_1001816>	"Erromintxela"@en	""
<http://purl.obolibrary.org/obo/LANG_1001817>	"Epigraphic Mayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001818>	"Apali"@en	""
<http://purl.obolibrary.org/obo/LANG_1001819>	"Markweeta"@en	""
<http://purl.obolibrary.org/obo/LANG_1001820>	"En"@en	""
<http://purl.obolibrary.org/obo/LANG_1001821>	"Ende"@en	""
<http://purl.obolibrary.org/obo/LANG_1001822>	"Forest Enets"@en	""
<http://purl.obolibrary.org/obo/LANG_1001823>	"English"@en	"Englisch"@de
<http://purl.obolibrary.org/obo/LANG_1001824>	"Tundra Enets"@en	""
<http://purl.obolibrary.org/obo/LANG_1001825>	"Enlhet"@en	""
<http://purl.obolibrary.org/obo/LANG_1001826>	"Middle English (1100-1500)"@en	"Mittelenglisch"@de
<http://purl.obolibrary.org/obo/LANG_1001827>	"Engenni"@en	""
<http://purl.obolibrary.org/obo/LANG_1001828>	"Enggano"@en	""
<http://purl.obolibrary.org/obo/LANG_1001829>	"Enga"@en	""
<http://purl.obolibrary.org/obo/LANG_1001830>	"Emumu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001831>	"Enu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001832>	"Enwan (Edu State)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001833>	"Enwan (Akwa Ibom State)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001834>	"Enxet"@en	""
<http://purl.obolibrary.org/obo/LANG_1001835>	"Beti (Côte d'Ivoire)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001836>	"Epie"@en	""
<http://purl.obolibrary.org/obo/LANG_1001837>	"Esperanto"@en	"Esperanto"@de
<http://purl.obolibrary.org/obo/LANG_1001838>	"Eravallan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001839>	"Sie"@en	""
<http://purl.obolibrary.org/obo/LANG_1001840>	"Eruwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001841>	"Ogea"@en	""
<http://purl.obolibrary.org/obo/LANG_1001842>	"South Efate"@en	""
<http://purl.obolibrary.org/obo/LANG_1001843>	"Horpa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001844>	"Erre"@en	""
<http://purl.obolibrary.org/obo/LANG_1001845>	"Ersu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001846>	"Eritai"@en	""
<http://purl.obolibrary.org/obo/LANG_1001847>	"Erokwanas"@en	""
<http://purl.obolibrary.org/obo/LANG_1001848>	"Ese Ejja"@en	""
<http://purl.obolibrary.org/obo/LANG_1001849>	"Aheri Gondi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001850>	"Eshtehardi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001851>	"North Alaskan Inupiatun"@en	""
<http://purl.obolibrary.org/obo/LANG_1001852>	"Northwest Alaska Inupiatun"@en	""
<http://purl.obolibrary.org/obo/LANG_1001853>	"Egypt Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001854>	"Esuma"@en	""
<http://purl.obolibrary.org/obo/LANG_1001855>	"Salvadoran Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001856>	"Estonian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001857>	"Esselen"@en	""
<http://purl.obolibrary.org/obo/LANG_1001858>	"Central Siberian Yupik"@en	""
<http://purl.obolibrary.org/obo/LANG_1001859>	"Estonian"@en	"Estnisch"@de
<http://purl.obolibrary.org/obo/LANG_1001860>	"Central Yupik"@en	""
<http://purl.obolibrary.org/obo/LANG_1001861>	"Eskayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001862>	"Etebi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001863>	"Etchemin"@en	""
<http://purl.obolibrary.org/obo/LANG_1001864>	"Ethiopian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001865>	"Eton (Vanuatu)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001866>	"Eton (Cameroon)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001867>	"Edolo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001868>	"Yekhee"@en	""
<http://purl.obolibrary.org/obo/LANG_1001869>	"Etruscan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001870>	"Ejagham"@en	""
<http://purl.obolibrary.org/obo/LANG_1001871>	"Eten"@en	""
<http://purl.obolibrary.org/obo/LANG_1001872>	"Semimi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001873>	"Basque"@en	"Baskisch"@de
<http://purl.obolibrary.org/obo/LANG_1001874>	"Even"@en	""
<http://purl.obolibrary.org/obo/LANG_1001875>	"Uvbie"@en	""
<http://purl.obolibrary.org/obo/LANG_1001876>	"Evenki"@en	""
<http://purl.obolibrary.org/obo/LANG_1001877>	"Ewe"@en	"Ewe-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001878>	"Ewondo"@en	"Ewondo"@de
<http://purl.obolibrary.org/obo/LANG_1001879>	"Extremaduran"@en	""
<http://purl.obolibrary.org/obo/LANG_1001880>	"Eyak"@en	""
<http://purl.obolibrary.org/obo/LANG_1001881>	"Keiyo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001882>	"Ezaa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001883>	"Uzekwe"@en	""
<http://purl.obolibrary.org/obo/LANG_1001884>	"Fasu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001885>	"Fa d'Ambu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001886>	"Wagi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001887>	"Fagani"@en	""
<http://purl.obolibrary.org/obo/LANG_1001888>	"Finongan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001889>	"Baissa Fali"@en	""
<http://purl.obolibrary.org/obo/LANG_1001890>	"Faiwol"@en	""
<http://purl.obolibrary.org/obo/LANG_1001891>	"Faita"@en	""
<http://purl.obolibrary.org/obo/LANG_1001892>	"Fang (Cameroon)"@en	""
<http://purl.obolibrary.org/obo/LANG_1001893>	"South Fali"@en	""
<http://purl.obolibrary.org/obo/LANG_1001894>	"Fam"@en	""
<http://purl.obolibrary.org/obo/LANG_1001895>	"Fang (Equatorial Guinea)"@en	"Pangwe-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001896>	"Faroese"@en	"Färöisch"@de
<http://purl.obolibrary.org/obo/LANG_1001897>	"Paloor"@en	""
<http://purl.obolibrary.org/obo/LANG_1001898>	"Fataleka"@en	""
<http://purl.obolibrary.org/obo/LANG_1001899>	"Persian"@en	"Persisch"@de
<http://purl.obolibrary.org/obo/LANG_1001900>	"Fanti"@en	"Fante-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001901>	"Fayu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001902>	"Fala"@en	""
<http://purl.obolibrary.org/obo/LANG_1001903>	"Southwestern Fars"@en	""
<http://purl.obolibrary.org/obo/LANG_1001904>	"Northwestern Fars"@en	""
<http://purl.obolibrary.org/obo/LANG_1001905>	"West Albay Bikol"@en	""
<http://purl.obolibrary.org/obo/LANG_1001906>	"Quebec Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001907>	"Feroge"@en	""
<http://purl.obolibrary.org/obo/LANG_1001908>	"Foia Foia"@en	""
<http://purl.obolibrary.org/obo/LANG_1001909>	"Maasina Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001910>	"Fongoro"@en	""
<http://purl.obolibrary.org/obo/LANG_1001911>	"Nobiin"@en	""
<http://purl.obolibrary.org/obo/LANG_1001912>	"Fyer"@en	""
<http://purl.obolibrary.org/obo/LANG_1001913>	"Fijian"@en	"Fidschi-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001914>	"Filipino"@en	"Pilipino"@de
<http://purl.obolibrary.org/obo/LANG_1001915>	"Finnish"@en	"Finnisch"@de
<http://purl.obolibrary.org/obo/LANG_1001916>	"Fipa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001917>	"Firan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001918>	"Tornedalen Finnish"@en	""
<http://purl.obolibrary.org/obo/LANG_1001919>	"Fiwaga"@en	""
<http://purl.obolibrary.org/obo/LANG_1001920>	"Kirya-Konzəl"@en	""
<http://purl.obolibrary.org/obo/LANG_1001921>	"Kven Finnish"@en	""
<http://purl.obolibrary.org/obo/LANG_1001922>	"Kalispel-Pend d'Oreille"@en	""
<http://purl.obolibrary.org/obo/LANG_1001923>	"Foau"@en	""
<http://purl.obolibrary.org/obo/LANG_1001924>	"Fali"@en	""
<http://purl.obolibrary.org/obo/LANG_1001925>	"North Fali"@en	""
<http://purl.obolibrary.org/obo/LANG_1001926>	"Flinders Island"@en	""
<http://purl.obolibrary.org/obo/LANG_1001927>	"Fuliiru"@en	""
<http://purl.obolibrary.org/obo/LANG_1001928>	"Flaaitaal"@en	""
<http://purl.obolibrary.org/obo/LANG_1001929>	"Fe'fe'"@en	""
<http://purl.obolibrary.org/obo/LANG_1001930>	"Far Western Muria"@en	""
<http://purl.obolibrary.org/obo/LANG_1001931>	"Fanbak"@en	""
<http://purl.obolibrary.org/obo/LANG_1001932>	"Fanagalo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001933>	"Fania"@en	""
<http://purl.obolibrary.org/obo/LANG_1001934>	"Foodo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001935>	"Foi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001936>	"Foma"@en	""
<http://purl.obolibrary.org/obo/LANG_1001937>	"Fon"@en	"Fon-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001938>	"Fore"@en	""
<http://purl.obolibrary.org/obo/LANG_1001939>	"Siraya"@en	""
<http://purl.obolibrary.org/obo/LANG_1001940>	"Fernando Po Creole English"@en	""
<http://purl.obolibrary.org/obo/LANG_1001941>	"Fas"@en	""
<http://purl.obolibrary.org/obo/LANG_1001942>	"French"@en	"Französisch"@de
<http://purl.obolibrary.org/obo/LANG_1001943>	"Cajun French"@en	""
<http://purl.obolibrary.org/obo/LANG_1001944>	"Fordata"@en	""
<http://purl.obolibrary.org/obo/LANG_1001945>	"Frankish"@en	""
<http://purl.obolibrary.org/obo/LANG_1001946>	"Middle French (ca. 1400-1600)"@en	"Mittelfranzösisch"@de
<http://purl.obolibrary.org/obo/LANG_1001947>	"Old French (842-ca. 1400)"@en	"Altfranzösisch"@de
<http://purl.obolibrary.org/obo/LANG_1001948>	"Arpitan"@en	""
<http://purl.obolibrary.org/obo/LANG_1001949>	"Forak"@en	""
<http://purl.obolibrary.org/obo/LANG_1001950>	"Northern Frisian"@en	"Nordfriesisch"@de
<http://purl.obolibrary.org/obo/LANG_1001951>	"Eastern Frisian"@en	"Ostfriesisch"@de
<http://purl.obolibrary.org/obo/LANG_1001952>	"Fortsenal"@en	""
<http://purl.obolibrary.org/obo/LANG_1001953>	"Western Frisian"@en	"Friesisch"@de
<http://purl.obolibrary.org/obo/LANG_1001954>	"Finnish Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001955>	"French Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001956>	"Finland-Swedish Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1001957>	"Adamawa Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001958>	"Pulaar"@en	""
<http://purl.obolibrary.org/obo/LANG_1001959>	"East Futuna"@en	""
<http://purl.obolibrary.org/obo/LANG_1001960>	"Borgu Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001961>	"Pular"@en	""
<http://purl.obolibrary.org/obo/LANG_1001962>	"Western Niger Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001963>	"Bagirmi Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001964>	"Ko"@en	""
<http://purl.obolibrary.org/obo/LANG_1001965>	"Fulah"@en	"Ful"@de
<http://purl.obolibrary.org/obo/LANG_1001966>	"Fum"@en	""
<http://purl.obolibrary.org/obo/LANG_1001967>	"Fulniô"@en	""
<http://purl.obolibrary.org/obo/LANG_1001968>	"Central-Eastern Niger Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001969>	"Friulian"@en	"Friulisch"@de
<http://purl.obolibrary.org/obo/LANG_1001970>	"Futuna-Aniwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1001971>	"Furu"@en	""
<http://purl.obolibrary.org/obo/LANG_1001972>	"Nigerian Fulfulde"@en	""
<http://purl.obolibrary.org/obo/LANG_1001973>	"Fuyug"@en	""
<http://purl.obolibrary.org/obo/LANG_1001974>	"Fur"@en	""
<http://purl.obolibrary.org/obo/LANG_1001975>	"Fwâi"@en	""
<http://purl.obolibrary.org/obo/LANG_1001976>	"Fwe"@en	""
<http://purl.obolibrary.org/obo/LANG_1001977>	"Ga"@en	"Ga-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1001978>	"Gabri"@en	""
<http://purl.obolibrary.org/obo/LANG_1001979>	"Mixed Great Andamanese"@en	""
<http://purl.obolibrary.org/obo/LANG_1001980>	"Gaddang"@en	""
<http://purl.obolibrary.org/obo/LANG_1001981>	"Guarequena"@en	""
<http://purl.obolibrary.org/obo/LANG_1001982>	"Gende"@en	""
<http://purl.obolibrary.org/obo/LANG_1001983>	"Gagauz"@en	""
<http://purl.obolibrary.org/obo/LANG_1001984>	"Alekano"@en	""
<http://purl.obolibrary.org/obo/LANG_1001985>	"Borei"@en	""
<http://purl.obolibrary.org/obo/LANG_1001986>	"Gadsup"@en	""
<http://purl.obolibrary.org/obo/LANG_1001987>	"Gamkonora"@en	""
<http://purl.obolibrary.org/obo/LANG_1001988>	"Galolen"@en	""
<http://purl.obolibrary.org/obo/LANG_1001989>	"Kandawo"@en	""
<http://purl.obolibrary.org/obo/LANG_1001990>	"Gan Chinese"@en	""
<http://purl.obolibrary.org/obo/LANG_1001991>	"Gants"@en	""
<http://purl.obolibrary.org/obo/LANG_1001992>	"Gal"@en	""
<http://purl.obolibrary.org/obo/LANG_1001993>	"Gata'"@en	""
<http://purl.obolibrary.org/obo/LANG_1001994>	"Galeya"@en	""
<http://purl.obolibrary.org/obo/LANG_1001995>	"Adiwasi Garasia"@en	""
<http://purl.obolibrary.org/obo/LANG_1001996>	"Kenati"@en	""
<http://purl.obolibrary.org/obo/LANG_1001997>	"Mudhili Gadaba"@en	""
<http://purl.obolibrary.org/obo/LANG_1001998>	"Nobonob"@en	""
<http://purl.obolibrary.org/obo/LANG_1001999>	"Borana-Arsi-Guji Oromo"@en	""
<http://purl.obolibrary.org/obo/LANG_1002000>	"Gayo"@en	"Gayo-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1002001>	"West Central Oromo"@en	""
<http://purl.obolibrary.org/obo/LANG_1002002>	"Gbaya (Central African Republic)"@en	"Gbaya-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1002003>	"Kaytetye"@en	""
<http://purl.obolibrary.org/obo/LANG_1002004>	"Karajarri"@en	""
<http://purl.obolibrary.org/obo/LANG_1002005>	"Niksek"@en	""
<http://purl.obolibrary.org/obo/LANG_1002006>	"Gaikundi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002007>	"Gbanziri"@en	""
<http://purl.obolibrary.org/obo/LANG_1002008>	"Defi Gbe"@en	""
<http://purl.obolibrary.org/obo/LANG_1002009>	"Galela"@en	""
<http://purl.obolibrary.org/obo/LANG_1002010>	"Bodo Gadaba"@en	""
<http://purl.obolibrary.org/obo/LANG_1002011>	"Gaddi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002012>	"Gamit"@en	""
<http://purl.obolibrary.org/obo/LANG_1002013>	"Garhwali"@en	""
<http://purl.obolibrary.org/obo/LANG_1002014>	"Mo'da"@en	""
<http://purl.obolibrary.org/obo/LANG_1002015>	"Northern Grebo"@en	""
<http://purl.obolibrary.org/obo/LANG_1002016>	"Gbaya-Bossangoa"@en	""
<http://purl.obolibrary.org/obo/LANG_1002017>	"Gbaya-Bozoum"@en	""
<http://purl.obolibrary.org/obo/LANG_1002018>	"Gbagyi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002019>	"Gbesi Gbe"@en	""
<http://purl.obolibrary.org/obo/LANG_1002020>	"Gagadu"@en	""
<http://purl.obolibrary.org/obo/LANG_1002021>	"Gbanu"@en	""
<http://purl.obolibrary.org/obo/LANG_1002022>	"Gabi-Gabi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002023>	"Eastern Xwla Gbe"@en	""
<http://purl.obolibrary.org/obo/LANG_1002024>	"Gbari"@en	""
<http://purl.obolibrary.org/obo/LANG_1002025>	"Zoroastrian Dari"@en	""
<http://purl.obolibrary.org/obo/LANG_1002026>	"Mali"@en	""
<http://purl.obolibrary.org/obo/LANG_1002027>	"Ganggalida"@en	""
<http://purl.obolibrary.org/obo/LANG_1002028>	"Galice"@en	""
<http://purl.obolibrary.org/obo/LANG_1002029>	"Guadeloupean Creole French"@en	""
<http://purl.obolibrary.org/obo/LANG_1002030>	"Grenadian Creole English"@en	""
<http://purl.obolibrary.org/obo/LANG_1002031>	"Gaina"@en	""
<http://purl.obolibrary.org/obo/LANG_1002032>	"Guianese Creole French"@en	""
<http://purl.obolibrary.org/obo/LANG_1002033>	"Colonia Tovar German"@en	""
<http://purl.obolibrary.org/obo/LANG_1002034>	"Gade Lohar"@en	""
<http://purl.obolibrary.org/obo/LANG_1002035>	"Pottangi Ollar Gadaba"@en	""
<http://purl.obolibrary.org/obo/LANG_1002036>	"Gugu Badhun"@en	""
<http://purl.obolibrary.org/obo/LANG_1002037>	"Gedaged"@en	""
<http://purl.obolibrary.org/obo/LANG_1002038>	"Gude"@en	""
<http://purl.obolibrary.org/obo/LANG_1002039>	"Guduf-Gava"@en	""
<http://purl.obolibrary.org/obo/LANG_1002040>	"Ga'dang"@en	""
<http://purl.obolibrary.org/obo/LANG_1002041>	"Gadjerawang"@en	""
<http://purl.obolibrary.org/obo/LANG_1002042>	"Gundi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002043>	"Gurdjar"@en	""
<http://purl.obolibrary.org/obo/LANG_1002044>	"Gadang"@en	""
<http://purl.obolibrary.org/obo/LANG_1002045>	"Dirasha"@en	""
<http://purl.obolibrary.org/obo/LANG_1002046>	"Laal"@en	""
<http://purl.obolibrary.org/obo/LANG_1002047>	"Umanakaina"@en	""
<http://purl.obolibrary.org/obo/LANG_1002048>	"Ghodoberi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002049>	"Mehri"@en	""
<http://purl.obolibrary.org/obo/LANG_1002050>	"Wipi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002051>	"Ghandruk Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1002052>	"Kungardutyi"@en	""
<http://purl.obolibrary.org/obo/LANG_1002053>	"Gudu"@en	""
<http://purl.obolibrary.org/obo/LANG_1002054>	"Godwari"@en	""
<http://purl.obolibrary.org/obo/LANG_1002055>	"Geruma"@en	""
<http://purl.obolibrary.org/obo/LANG_1002056>	"Kire"@en	""
<http://purl.obolibrary.org/obo/LANG_1002057>	"Gboloo Grebo"@en	""
<http://purl.obolibrary.org/obo/LANG_1002058>	"Gade"@en	""
<http://purl.obolibrary.org/obo/LANG_1002059>	"Gengle"@en	""
<http://purl.obolibrary.org/obo/LANG_1002060>	"Hutterite German"@en	""
<http://purl.obolibrary.org/obo/LANG_1002061>	"Gebe"@en	""
